danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
0.803,0.835,6,-4.55,0,0.0689,0.318,0.0151,0.123,0.531,98.987
0.379,0.142,2,-14.836,1,0.0277,0.866,0.00827,0.0793,0.245,47.943
0.624,0.443,10,-11.908,1,0.0435,0.352,0.00012,0.354,0.243,99.905
0.875,0.857,0,-3.621,1,0.0896,0.296,1.14e-06,0.0995,0.966,136.002
0.265,0.148,5,-17.267,1,0.0404,0.921,0.849,0.0801,0.066,65.596
0.662,0.205,5,-14.005,0,0.0349,0.876,0.00354,0.109,0.268,139.911
0.625,0.2,2,-11.143,0,0.0433,0.901,0.000389,0.0854,0.384,74.871
0.683,0.208,1,-10.477,1,0.0417,0.944,0,0.0969,0.452,95.053
0.543,0.24,5,-15.558,1,0.0408,0.948,0.473,0.954,0.0726,75.023
0.596,0.309,3,-11.648,1,0.0354,0.774,0,0.0988,0.405,180.109
0.628,0.456,1,-11.581,1,0.04,0.639,1.65e-05,0.0953,0.619,163.958
0.917,0.415,9,-10.071,0,0.073,0.759,0.000739,0.109,0.566,120.025
0.748,0.365,1,-11.969,0,0.0367,0.658,0.00361,0.11,0.255,119.961
0.535,0.186,1,-13.618,1,0.0488,0.93,3.73e-06,0.0813,0.377,114.018
0.694,0.355,0,-11.495,1,0.0289,0.658,9.79e-06,0.113,0.319,100.003
0.689,0.579,9,-5.751,1,0.0554,0.599,4.62e-06,0.192,0.274,104.957
0.603,0.829,8,-4.49,1,0.304,0.752,0,0.357,0.602,89.982
0.508,0.565,8,-4.682,1,0.0329,0.767,0,0.084,0.218,145.79
0.88,0.61,9,-5.513,0,0.0815,0.191,0,0.059,0.661,146.003
0.835,0.488,6,-9.254,0,0.0606,0.179,1.53e-05,0.0707,0.569,128.0
0.75,0.582,7,-8.744,1,0.0576,0.72,0,0.0777,0.403,99.987
0.718,0.433,2,-7.748,0,0.0367,0.681,0,0.101,0.404,130.028
0.579,0.218,5,-9.244,1,0.0418,0.876,0,0.0979,0.354,125.861
0.623,0.286,5,-8.486,1,0.0304,0.933,0.00212,0.0825,0.421,97.67
0.635,0.622,10,-6.143,0,0.0514,0.883,2.62e-05,0.0803,0.584,117.931
0.82,0.902,11,-1.665,0,0.121,0.196,9.7e-05,0.347,0.629,100.008
0.829,0.821,7,-1.443,1,0.039,0.0933,0.102,0.118,0.525,127.968
0.771,0.767,9,-3.111,0,0.152,0.432,0.00017,0.0938,0.548,172.081
0.648,0.815,2,-5.657,1,0.097,0.0869,0,0.113,0.235,119.956
0.761,0.896,9,-3.012,1,0.0876,0.0715,0,0.114,0.237,94.997
0.58,0.956,5,-4.291,0,0.226,0.272,3.76e-05,0.369,0.549,190.201
0.741,0.758,2,-4.17,0,0.105,0.377,0,0.081,0.471,120.251
0.742,0.662,5,-4.651,1,0.0647,0.578,0,0.126,0.486,84.006
0.546,0.431,5,-9.566,1,0.0383,0.76,0,0.108,0.484,79.958
0.77,0.779,6,-4.702,1,0.0357,0.289,3.87e-05,0.13,0.775,120.006
0.708,0.502,0,-7.739,1,0.0301,0.918,0.000392,0.197,0.613,122.025
0.6,0.445,4,-12.119,0,0.472,0.739,0,0.0829,0.564,180.044
0.617,0.783,4,-4.694,0,0.028,0.627,0,0.208,0.496,117.031
0.503,0.434,0,-8.629,1,0.0431,0.67,1.11e-05,0.103,0.295,104.96
0.789,0.488,9,-5.662,0,0.297,0.32,0,0.0847,0.29,159.986
0.556,0.657,4,-4.98,1,0.221,0.624,0,0.0909,0.555,79.873
0.776,0.921,2,-3.032,0,0.0382,0.189,0,0.0621,0.598,108.961
0.81,0.822,5,-4.498,1,0.0449,0.266,0,0.0941,0.664,114.004
0.57,0.615,3,-4.449,1,0.0295,0.557,0,0.102,0.324,155.966
0.681,0.842,7,-4.726,1,0.0362,0.00518,0,0.164,0.0736,98.033
0.828,0.55,0,-5.683,0,0.0369,0.416,0,0.0881,0.493,109.997
0.79,0.423,9,-7.965,0,0.0533,0.87,0,0.149,0.726,133.961
0.669,0.376,10,-7.532,1,0.219,0.846,2.6e-05,0.158,0.566,74.973
0.649,0.301,8,-9.7,0,0.0541,0.898,0.00661,0.0928,0.269,74.999
0.665,0.245,0,-9.911,1,0.0492,0.942,6.21e-05,0.105,0.366,170.027
0.962,0.736,6,-5.32,0,0.144,0.318,0.0133,0.122,0.67,111.041
0.617,0.691,0,-4.599,0,0.0412,0.512,0,0.147,0.448,149.931
0.689,0.371,11,-11.656,1,0.048,0.77,0.00444,0.0948,0.471,160.057
0.792,0.558,4,-7.314,0,0.151,0.18,0,0.151,0.321,93.033
0.584,0.575,3,-6.702,1,0.0287,0.294,0.00117,0.176,0.196,100.016
0.758,0.773,6,-7.266,0,0.214,0.631,2.1e-06,0.114,0.907,169.996
0.778,0.514,8,-12.45,0,0.197,0.355,0.000535,0.323,0.224,94.994
0.747,0.355,11,-14.744,1,0.14,0.412,0.00684,0.12,0.432,147.624
0.891,0.28,1,-19.182,1,0.181,0.0197,0,0.0966,0.336,92.003
0.829,0.661,6,-5.67,0,0.253,0.263,6.62e-06,0.285,0.497,99.984
0.724,0.203,8,-20.418,1,0.481,0.159,0.0497,0.0846,0.474,179.879
0.856,0.332,11,-12.755,0,0.352,0.469,8.29e-05,0.134,0.71,139.973
0.892,0.218,5,-16.881,0,0.513,0.277,1.39e-05,0.0638,0.815,148.065
0.879,0.649,0,-9.902,1,0.109,0.775,0.0016,0.108,0.725,135.007
0.606,0.795,6,-5.508,1,0.25,0.374,0.000788,0.0759,0.657,189.788
0.634,0.7,5,-6.413,0,0.11,0.213,0.000744,0.0928,0.29,180.019
0.672,0.728,9,-5.317,0,0.0337,0.121,0,0.122,0.45,149.978
0.801,0.493,5,-6.675,1,0.0359,0.109,0,0.042,0.447,119.988
0.57,0.525,7,-7.589,0,0.196,0.819,3.52e-05,0.153,0.508,105.048
0.479,0.848,8,-5.533,0,0.0739,0.139,1.94e-05,0.644,0.351,191.951
0.735,0.763,6,-5.144,0,0.0476,0.383,0,0.329,0.692,95.052
0.76,0.881,10,-6.868,1,0.0548,0.0521,0.00134,0.645,0.533,120.047
0.757,0.823,5,-4.342,0,0.053,0.233,0.0981,0.324,0.794,127.986
0.843,0.735,11,-4.521,0,0.0738,0.073,0,0.0935,0.791,102.956
0.815,0.641,9,-2.669,1,0.0361,0.00907,3.04e-06,0.105,0.661,113.004
0.72,0.761,6,-3.814,1,0.0608,0.141,0.00111,0.0719,0.547,94.99
0.521,0.964,4,-2.528,0,0.0644,0.0304,0.863,0.0945,0.372,165.015
0.72,0.65,4,-7.987,0,0.0525,0.0987,3.08e-05,0.123,0.486,106.004
